id,Churn,churn
594520,0,0.0
594521,0,0.0
594522,0,0.4
594523,0,0.0
594524,0,0.6
594525,0,0.0
594526,0,0.4
594527,0,0.2
594528,0,0.0
594529,0,0.3
594530,0,0.0
594531,0,0.4
594532,0,0.9
594533,0,0.6
594534,0,0.3
594535,0,0.0
594536,0,0.6
594537,0,1.0
594538,0,0.4
594539,0,0.6
594540,0,0.6
594541,0,0.5
594542,0,0.0
594543,0,0.7
594544,0,0.3
594545,0,0.0
594546,0,0.0
594547,0,0.0
594548,0,0.0
594549,0,0.0
594550,0,0.0
594551,0,0.1
594552,0,0.0
594553,0,0.4
594554,0,0.5
594555,0,0.0
594556,0,0.7
594557,0,0.1
594558,0,0.0
594559,0,0.3
594560,0,0.0
594561,0,0.0
594562,0,0.3
594563,0,0.2
594564,0,0.0
594565,0,0.3
594566,0,0.3
594567,0,0.7
594568,0,0.6
594569,0,0.0
594570,0,0.2
594571,0,0.0
594572,0,0.1
594573,0,0.0
594574,0,0.0
594575,0,0.0
594576,0,0.0
594577,0,0.0
594578,0,0.0
594579,0,0.7
594580,0,0.0
594581,0,0.7
594582,0,0.1
594583,0,0.2
594584,0,0.2
594585,0,0.0
594586,0,1.0
594587,0,0.6
594588,0,0.0
594589,0,0.9
594590,0,0.3
594591,0,0.8
594592,0,0.9
594593,0,0.6
594594,0,0.0
594595,0,0.0
594596,0,0.0
594597,0,0.0
594598,0,0.0
594599,0,0.0
594600,0,0.8
594601,0,0.0
594602,0,0.8
594603,0,0.3
594604,0,0.4
594605,0,0.0
594606,0,0.2
594607,0,0.1
594608,0,0.0
594609,0,0.9
594610,0,0.4
594611,0,0.5
594612,0,0.1
594613,0,0.1
594614,0,0.0
594615,0,0.2
594616,0,0.0
594617,0,0.4
594618,0,0.0
594619,0,0.0
594620,0,0.0
594621,0,0.0
594622,0,0.0
594623,0,0.0
594624,0,0.0
594625,0,0.4
594626,0,0.2
594627,0,0.0
594628,0,0.0
594629,0,0.1
594630,0,0.0
594631,0,0.0
594632,0,0.4
594633,0,0.0
594634,0,0.0
594635,0,0.0
594636,0,0.0
594637,0,0.3
594638,0,0.7
594639,0,0.0
594640,0,0.0
594641,0,0.3
594642,0,0.0
594643,0,0.3
594644,0,0.1
594645,0,0.4
594646,0,0.0
594647,0,0.2
594648,0,0.9
594649,0,0.7
594650,0,0.1
594651,0,0.9
594652,0,0.0
594653,0,0.0
594654,0,0.6
594655,0,0.4
594656,0,0.0
594657,0,0.0
594658,0,0.0
594659,0,0.0
594660,0,0.2
594661,0,0.4
594662,0,0.0
594663,0,0.9
594664,0,0.2
594665,0,0.6
594666,0,0.6
594667,0,0.0
594668,0,0.0
594669,0,0.0
594670,0,0.3
594671,0,1.0
594672,0,0.1
594673,0,0.2
594674,0,0.8
594675,0,0.9
594676,0,0.0
594677,0,0.0
594678,0,0.0
594679,0,0.0
594680,0,0.1
594681,0,0.0
594682,0,0.9
594683,0,0.0
594684,0,0.7
594685,0,0.8
594686,0,0.6
594687,0,0.0
594688,0,0.0
594689,0,0.4
594690,0,0.0
594691,0,0.0
594692,0,0.0
594693,0,0.1
594694,0,0.0
594695,0,0.0
594696,0,0.9
594697,0,0.6
594698,0,0.2
594699,0,0.0
594700,0,0.1
594701,0,0.2
594702,0,0.0
594703,0,0.4
594704,0,0.2
594705,0,0.3
594706,0,0.0
594707,0,0.6
594708,0,0.7
594709,0,0.1
594710,0,0.0
594711,0,0.0
594712,0,0.6
594713,0,1.0
594714,0,0.0
594715,0,0.0
594716,0,0.0
594717,0,0.0
594718,0,0.2
594719,0,0.0
594720,0,0.0
594721,0,0.0
594722,0,0.0
594723,0,0.1
594724,0,0.0
594725,0,0.5
594726,0,0.1
594727,0,0.0
594728,0,0.7
594729,0,0.0
594730,0,0.7
594731,0,0.2
594732,0,0.0
594733,0,0.0
594734,0,0.0
594735,0,0.4
594736,0,0.0
594737,0,0.8
594738,0,0.1
594739,0,0.0
594740,0,0.7
594741,0,0.3
594742,0,0.9
594743,0,0.2
594744,0,0.1
594745,0,0.0
594746,0,0.6
594747,0,0.8
594748,0,0.2
594749,0,0.2
594750,0,0.0
594751,0,0.7
594752,0,0.0
594753,0,0.0
594754,0,0.3
594755,0,0.8
594756,0,0.0
594757,0,0.0
594758,0,0.0
594759,0,0.5
594760,0,0.3
594761,0,0.9
594762,0,0.1
594763,0,0.2
594764,0,0.3
594765,0,0.0
594766,0,0.2
594767,0,0.1
594768,0,0.1
594769,0,0.0
594770,0,0.0
594771,0,0.0
594772,0,0.2
594773,0,0.3
594774,0,0.6
594775,0,0.0
594776,0,0.2
594777,0,0.2
594778,0,0.0
594779,0,0.2
594780,0,0.0
594781,0,0.0
594782,0,0.0
594783,0,0.0
594784,0,0.0
594785,0,0.9
594786,0,0.4
594787,0,0.2
594788,0,0.1
594789,0,0.5
594790,0,0.0
594791,0,0.0
594792,0,0.0
594793,0,0.1
594794,0,0.0
594795,0,0.2
594796,0,0.0
594797,0,0.0
594798,0,0.8
594799,0,0.0
594800,0,0.0
594801,0,0.2
594802,0,0.0
594803,0,0.5
594804,0,0.1
594805,0,0.6
594806,0,0.6
594807,0,0.2
594808,0,0.0
594809,0,0.4
594810,0,0.0
594811,0,0.2
594812,0,0.0
594813,0,0.1
594814,0,0.0
594815,0,0.0
594816,0,0.0
594817,0,0.2
594818,0,0.8
594819,0,0.0
594820,0,0.3
594821,0,0.1
594822,0,0.0
594823,0,0.0
594824,0,0.1
594825,0,0.0
594826,0,0.1
594827,0,0.0
594828,0,0.1
594829,0,0.0
594830,0,0.0
594831,0,0.1
594832,0,0.3
594833,0,0.2
594834,0,0.5
594835,0,0.0
594836,0,0.0
594837,0,0.0
594838,0,0.0
594839,0,0.7
594840,0,0.4
594841,0,0.2
594842,0,0.0
594843,0,0.0
594844,0,0.6
594845,0,0.0
594846,0,0.5
594847,0,0.2
594848,0,0.0
594849,0,0.3
594850,0,0.2
594851,0,0.4
594852,0,0.7
594853,0,0.0
594854,0,0.7
594855,0,0.1
594856,0,0.5
594857,0,0.1
594858,0,0.0
594859,0,0.1
594860,0,0.0
594861,0,0.4
594862,0,0.0
594863,0,0.0
594864,0,0.0
594865,0,0.2
594866,0,0.4
594867,0,0.0
594868,0,0.5
594869,0,0.0
594870,0,0.3
594871,0,0.2
594872,0,0.0
594873,0,0.0
594874,0,0.4
594875,0,0.6
594876,0,0.1
594877,0,0.4
594878,0,0.6
594879,0,0.0
594880,0,0.9
594881,0,0.0
594882,0,0.4
594883,0,0.0
594884,0,0.5
594885,0,0.7
594886,0,0.5
594887,0,0.0
594888,0,0.2
594889,0,0.0
594890,0,0.1
594891,0,0.0
594892,0,0.4
594893,0,0.2
594894,0,0.0
594895,0,0.5
594896,0,0.0
594897,0,0.5
594898,0,0.6
594899,0,0.1
594900,0,0.1
594901,0,0.7
594902,0,0.0
594903,0,0.1
594904,0,0.0
594905,0,0.0
594906,0,0.9
594907,0,0.1
594908,0,0.0
594909,0,0.0
594910,0,0.9
594911,0,0.1
594912,0,0.9
594913,0,0.6
594914,0,0.0
594915,0,0.0
594916,0,0.0
594917,0,0.2
594918,0,0.1
594919,0,0.1
594920,0,0.8
594921,0,0.0
594922,0,0.4
594923,0,0.2
594924,0,0.7
594925,0,0.0
594926,0,0.0
594927,0,0.0
594928,0,0.0
594929,0,0.0
594930,0,0.0
594931,0,0.8
594932,0,0.0
594933,0,0.1
594934,0,0.1
594935,0,0.0
594936,0,0.1
594937,0,0.5
594938,0,0.7
594939,0,0.4
594940,0,0.0
594941,0,0.0
594942,0,0.1
594943,0,0.7
594944,0,0.0
594945,0,0.3
594946,0,0.0
594947,0,0.1
594948,0,0.0
594949,0,0.7
594950,0,0.5
594951,0,0.0
594952,0,0.0
594953,0,0.2
594954,0,0.1
594955,0,0.0
594956,0,0.0
594957,0,0.4
594958,0,0.0
594959,0,0.8
594960,0,0.0
594961,0,0.0
594962,0,0.1
594963,0,0.7
594964,0,0.0
594965,0,0.0
594966,0,0.5
594967,0,0.0
594968,0,0.0
594969,0,0.4
594970,0,0.2
594971,0,0.8
594972,0,0.0
594973,0,0.0
594974,0,0.0
594975,0,0.0
594976,0,0.0
594977,0,0.0
594978,0,0.8
594979,0,0.2
594980,0,0.0
594981,0,0.4
594982,0,0.0
594983,0,0.0
594984,0,0.4
594985,0,1.0
594986,0,0.0
594987,0,0.4
594988,0,0.0
594989,0,0.1
594990,0,0.3
594991,0,0.0
594992,0,0.1
594993,0,0.2
594994,0,0.0
594995,0,0.6
594996,0,0.0
594997,0,0.0
594998,0,0.6
594999,0,0.0
595000,0,0.5
595001,0,0.0
595002,0,0.0
595003,0,0.8
595004,0,1.0
595005,0,0.1
595006,0,0.8
595007,0,0.7
595008,0,0.1
595009,0,0.0
595010,0,0.4
595011,0,0.6
595012,0,0.0
595013,0,0.5
595014,0,0.0
595015,0,0.1
595016,0,0.0
595017,0,0.2
595018,0,0.0
595019,0,0.8
595020,0,0.0
595021,0,0.0
595022,0,0.3
595023,0,0.0
595024,0,0.0
595025,0,0.6
595026,0,0.5
595027,0,0.0
595028,0,0.1
595029,0,0.6
595030,0,0.1
595031,0,0.0
595032,0,0.0
595033,0,0.0
595034,0,0.0
595035,0,0.7
595036,0,0.1
595037,0,0.8
595038,0,0.4
595039,0,0.8
595040,0,0.7
595041,0,1.0
595042,0,0.9
595043,0,0.0
595044,0,0.0
595045,0,0.5
595046,0,0.1
595047,0,0.7
595048,0,0.8
595049,0,0.2
595050,0,0.0
595051,0,0.6
595052,0,0.0
595053,0,0.0
595054,0,0.0
595055,0,0.3
595056,0,0.3
595057,0,0.0
595058,0,0.0
595059,0,0.0
595060,0,0.0
595061,0,0.2
595062,0,0.5
595063,0,0.9
595064,0,0.7
595065,0,0.8
595066,0,0.2
595067,0,0.0
595068,0,0.9
595069,0,0.3
595070,0,0.8
595071,0,0.0
595072,0,0.0
595073,0,0.3
595074,0,0.1
595075,0,0.0
595076,0,0.0
595077,0,0.8
595078,0,0.0
595079,0,0.0
595080,0,0.0
595081,0,0.6
595082,0,0.1
595083,0,0.4
595084,0,0.2
595085,0,0.2
595086,0,0.0
595087,0,0.0
595088,0,0.0
595089,0,0.3
595090,0,0.5
595091,0,0.0
595092,0,0.3
595093,0,0.0
595094,0,0.7
595095,0,0.0
595096,0,0.0
595097,0,0.0
595098,0,0.2
595099,0,0.7
595100,0,0.9
595101,0,0.0
595102,0,0.3
595103,0,0.4
595104,0,0.1
595105,0,0.0
595106,0,0.0
595107,0,0.0
595108,0,0.0
595109,0,0.0
595110,0,0.5
595111,0,0.0
595112,0,0.4
595113,0,0.2
595114,0,0.1
595115,0,0.9
595116,0,0.1
595117,0,0.0
595118,0,0.7
595119,0,0.1
595120,0,0.0
595121,0,0.0
595122,0,0.1
595123,0,0.7
595124,0,0.2
595125,0,0.0
595126,0,0.0
595127,0,0.0
595128,0,0.9
595129,0,0.5
595130,0,0.4
595131,0,0.0
595132,0,0.5
595133,0,0.0
595134,0,0.0
595135,0,0.0
595136,0,0.5
595137,0,0.0
595138,0,0.7
595139,0,0.7
595140,0,0.7
595141,0,0.2
595142,0,0.0
595143,0,0.0
595144,0,0.0
595145,0,0.2
595146,0,0.1
595147,0,0.0
595148,0,0.5
595149,0,0.0
595150,0,0.0
595151,0,0.3
595152,0,0.5
595153,0,0.0
595154,0,0.4
595155,0,0.0
595156,0,0.6
595157,0,0.3
595158,0,0.6
595159,0,0.2
595160,0,0.0
595161,0,0.7
595162,0,0.2
595163,0,0.5
595164,0,0.0
595165,0,0.0
595166,0,0.0
595167,0,0.3
595168,0,0.1
595169,0,0.0
595170,0,0.4
595171,0,0.0
595172,0,0.4
595173,0,0.0
595174,0,0.0
595175,0,0.9
595176,0,0.0
595177,0,0.9
595178,0,0.6
595179,0,0.0
595180,0,0.1
595181,0,0.5
595182,0,0.2
595183,0,0.2
595184,0,0.0
595185,0,0.5
595186,0,0.3
595187,0,0.0
595188,0,0.0
595189,0,0.7
595190,0,0.3
595191,0,0.6
595192,0,0.2
595193,0,0.2
595194,0,0.4
595195,0,0.0
595196,0,0.3
595197,0,0.4
595198,0,0.7
595199,0,0.0
595200,0,0.0
595201,0,0.1
595202,0,0.0
595203,0,0.0
595204,0,0.2
595205,0,0.0
595206,0,0.5
595207,0,0.2
595208,0,0.0
595209,0,0.3
595210,0,0.0
595211,0,0.1
595212,0,0.0
595213,0,0.0
595214,0,0.9
595215,0,0.6
595216,0,0.1
595217,0,0.2
595218,0,0.0
595219,0,0.0
595220,0,0.2
595221,0,0.0
595222,0,0.0
595223,0,0.0
595224,0,0.6
595225,0,0.8
595226,0,0.0
595227,0,0.0
595228,0,0.0
595229,0,0.1
595230,0,0.1
595231,0,0.0
595232,0,0.0
595233,0,0.0
595234,0,0.0
595235,0,0.0
595236,0,0.0
595237,0,0.0
595238,0,0.1
595239,0,0.1
595240,0,0.0
595241,0,0.2
595242,0,0.8
595243,0,0.5
595244,0,0.3
595245,0,0.5
595246,0,0.1
595247,0,0.9
595248,0,0.7
595249,0,0.0
595250,0,0.0
595251,0,0.0
595252,0,0.2
595253,0,0.0
595254,0,0.0
595255,0,0.0
595256,0,0.4
595257,0,0.1
595258,0,0.1
595259,0,0.3
595260,0,0.0
595261,0,0.0
595262,0,0.4
595263,0,0.0
595264,0,0.0
595265,0,0.0
595266,0,0.0
595267,0,0.0
595268,0,0.5
595269,0,0.0
595270,0,0.0
595271,0,0.0
595272,0,0.1
595273,0,0.0
595274,0,0.1
595275,0,0.0
595276,0,0.2
595277,0,0.0
595278,0,0.8
595279,0,0.5
595280,0,0.4
595281,0,0.2
595282,0,0.4
595283,0,0.9
595284,0,0.0
595285,0,0.0
595286,0,0.0
595287,0,0.3
595288,0,0.0
595289,0,0.0
595290,0,0.2
595291,0,0.6
595292,0,0.9
595293,0,0.8
595294,0,0.0
595295,0,0.0
595296,0,0.1
595297,0,0.3
595298,0,0.0
595299,0,0.0
595300,0,0.0
595301,0,0.0
595302,0,0.0
595303,0,0.1
595304,0,0.4
595305,0,0.0
595306,0,0.0
595307,0,0.8
595308,0,0.0
595309,0,0.0
595310,0,0.1
595311,0,0.3
595312,0,0.0
595313,0,0.0
595314,0,0.0
595315,0,0.0
595316,0,0.2
595317,0,0.0
595318,0,0.4
595319,0,0.1
595320,0,0.2
595321,0,0.0
595322,0,0.0
595323,0,0.0
595324,0,0.0
595325,0,1.0
595326,0,0.0
595327,0,0.7
595328,0,0.9
595329,0,0.0
595330,0,0.0
595331,0,0.1
595332,0,0.3
595333,0,0.2
595334,0,0.5
595335,0,0.0
595336,0,0.0
595337,0,0.1
595338,0,0.0
595339,0,0.0
595340,0,0.0
595341,0,0.8
595342,0,0.0
595343,0,0.0
595344,0,0.2
595345,0,1.0
595346,0,0.0
595347,0,0.7
595348,0,0.2
595349,0,0.0
595350,0,0.3
595351,0,0.7
595352,0,0.9
595353,0,0.0
595354,0,0.2
595355,0,0.0
595356,0,0.0
595357,0,0.6
595358,0,0.0
595359,0,0.1
595360,0,0.3
595361,0,0.0
595362,0,0.4
595363,0,0.9
595364,0,0.0
595365,0,0.3
595366,0,0.0
595367,0,0.0
595368,0,0.0
595369,0,0.0
595370,0,0.0
595371,0,0.7
595372,0,0.3
595373,0,0.0
595374,0,0.0
595375,0,0.0
595376,0,0.0
595377,0,0.3
595378,0,0.0
595379,0,0.9
595380,0,0.2
595381,0,0.0
595382,0,0.0
595383,0,0.3
595384,0,0.1
595385,0,0.0
595386,0,0.1
595387,0,0.8
595388,0,0.5
595389,0,0.1
595390,0,0.2
595391,0,0.3
595392,0,0.0
595393,0,0.0
595394,0,0.0
595395,0,0.0
595396,0,0.0
595397,0,0.0
595398,0,0.3
595399,0,0.0
595400,0,0.2
595401,0,0.0
595402,0,0.7
595403,0,0.0
595404,0,0.0
595405,0,0.1
595406,0,0.8
595407,0,0.1
595408,0,0.0
595409,0,1.0
595410,0,0.0
595411,0,0.0
595412,0,0.0
595413,0,0.0
595414,0,0.0
595415,0,0.0
595416,0,0.0
595417,0,0.3
595418,0,0.8
595419,0,0.7
595420,0,0.0
595421,0,0.0
595422,0,0.1
595423,0,0.0
595424,0,0.4
595425,0,0.1
595426,0,0.0
595427,0,0.6
595428,0,0.0
595429,0,0.5
595430,0,0.5
595431,0,0.6
595432,0,0.1
595433,0,0.2
595434,0,0.4
595435,0,0.2
595436,0,0.1
595437,0,0.0
595438,0,0.0
595439,0,0.0
595440,0,0.1
595441,0,0.1
595442,0,0.0
595443,0,0.0
595444,0,0.4
595445,0,0.2
595446,0,0.0
595447,0,0.0
595448,0,0.1
595449,0,0.1
595450,0,0.8
595451,0,0.4
595452,0,0.5
595453,0,0.9
595454,0,0.6
595455,0,0.0
595456,0,0.0
595457,0,0.0
595458,0,0.4
595459,0,0.5
595460,0,0.0
595461,0,0.3
595462,0,0.0
595463,0,0.0
595464,0,0.5
595465,0,0.2
595466,0,0.0
595467,0,0.5
595468,0,0.0
595469,0,0.0
595470,0,0.0
595471,0,0.9
595472,0,0.0
595473,0,0.0
595474,0,0.1
595475,0,0.2
595476,0,0.0
595477,0,0.0
595478,0,0.2
595479,0,0.4
595480,0,0.0
595481,0,0.7
595482,0,0.0
595483,0,0.0
595484,0,0.0
595485,0,0.6
595486,0,0.0
595487,0,0.1
595488,0,0.0
595489,0,0.6
595490,0,0.3
595491,0,0.0
595492,0,0.0
595493,0,0.0
595494,0,0.1
595495,0,0.0
595496,0,0.2
595497,0,0.3
595498,0,0.8
595499,0,0.0
595500,0,0.0
595501,0,0.7
595502,0,0.3
595503,0,0.5
595504,0,0.0
595505,0,0.0
595506,0,0.0
595507,0,0.1
595508,0,0.8
595509,0,0.0
595510,0,0.5
595511,0,0.2
595512,0,0.1
595513,0,0.0
595514,0,0.0
595515,0,0.7
595516,0,0.0
595517,0,0.2
595518,0,0.0
595519,0,0.0
595520,0,0.0
595521,0,0.9
595522,0,0.1
595523,0,0.6
595524,0,0.6
595525,0,1.0
595526,0,0.0
595527,0,0.0
595528,0,0.9
595529,0,0.0
595530,0,0.2
595531,0,0.0
595532,0,0.7
595533,0,0.4
595534,0,0.0
595535,0,0.0
595536,0,0.7
595537,0,0.3
595538,0,0.4
595539,0,0.2
595540,0,0.2
595541,0,0.0
595542,0,0.3
595543,0,0.0
595544,0,0.7
595545,0,0.0
595546,0,0.0
595547,0,0.0
595548,0,0.0
595549,0,0.3
595550,0,0.3
595551,0,0.1
595552,0,0.0
595553,0,0.0
595554,0,0.0
595555,0,0.2
595556,0,0.1
595557,0,0.3
595558,0,0.7
595559,0,0.7
595560,0,0.9
595561,0,0.1
595562,0,0.1
595563,0,0.0
595564,0,0.0
595565,0,0.1
595566,0,0.0
595567,0,0.1
595568,0,0.7
595569,0,0.0
595570,0,0.0
595571,0,0.1
595572,0,0.0
595573,0,0.9
595574,0,0.0
595575,0,0.0
595576,0,0.0
595577,0,0.9
595578,0,0.7
595579,0,0.8
595580,0,0.1
595581,0,0.9
595582,0,0.5
595583,0,0.6
595584,0,0.0
595585,0,0.0
595586,0,0.9
595587,0,0.0
595588,0,0.0
595589,0,0.4
595590,0,0.0
595591,0,0.1
595592,0,0.0
595593,0,0.2
595594,0,0.0
595595,0,0.2
595596,0,0.5
595597,0,0.3
595598,0,0.2
595599,0,0.1
595600,0,0.8
595601,0,0.3
595602,0,0.1
595603,0,0.0
595604,0,0.6
595605,0,0.0
595606,0,0.0
595607,0,0.1
595608,0,0.8
595609,0,0.0
595610,0,0.1
595611,0,0.0
595612,0,0.0
595613,0,0.1
595614,0,0.0
595615,0,0.0
595616,0,0.5
595617,0,0.1
595618,0,0.0
595619,0,0.0
595620,0,0.2
595621,0,0.0
595622,0,0.0
595623,0,1.0
595624,0,0.6
595625,0,0.0
595626,0,0.0
595627,0,0.1
595628,0,0.7
595629,0,0.0
595630,0,0.0
595631,0,0.5
595632,0,0.0
595633,0,0.0
595634,0,0.8
595635,0,0.0
595636,0,0.1
595637,0,0.1
595638,0,0.0
595639,0,0.1
595640,0,0.7
595641,0,0.6
595642,0,0.0
595643,0,0.0
595644,0,0.0
595645,0,0.5
595646,0,0.1
595647,0,0.0
595648,0,0.3
595649,0,0.0
595650,0,0.8
595651,0,0.1
595652,0,0.2
595653,0,0.2
595654,0,0.0
595655,0,0.0
595656,0,0.0
595657,0,0.0
595658,0,0.0
595659,0,0.0
595660,0,0.1
595661,0,0.1
595662,0,0.1
595663,0,0.0
595664,0,0.9
595665,0,0.1
595666,0,0.8
595667,0,0.0
595668,0,0.1
595669,0,0.0
595670,0,0.1
595671,0,0.8
595672,0,0.3
595673,0,0.5
595674,0,0.8
595675,0,0.0
595676,0,0.0
595677,0,1.0
595678,0,0.2
595679,0,0.1
595680,0,0.1
595681,0,0.6
595682,0,0.0
595683,0,0.0
595684,0,0.7
595685,0,0.5
595686,0,0.0
595687,0,0.3
595688,0,0.1
595689,0,0.0
595690,0,0.4
595691,0,0.0
595692,0,0.6
595693,0,0.7
595694,0,0.0
595695,0,0.1
595696,0,0.0
595697,0,0.2
595698,0,0.0
595699,0,0.9
595700,0,0.1
595701,0,1.0
595702,0,0.1
595703,0,0.0
595704,0,0.5
595705,0,0.8
595706,0,0.0
595707,0,0.0
595708,0,0.0
595709,0,0.2
595710,0,0.0
595711,0,0.4
595712,0,0.0
595713,0,0.8
595714,0,0.0
595715,0,0.0
595716,0,0.0
595717,0,0.8
595718,0,0.2
595719,0,0.0
595720,0,0.0
595721,0,0.7
595722,0,0.0
595723,0,0.0
595724,0,0.9
595725,0,0.0
595726,0,0.5
595727,0,0.0
595728,0,0.0
595729,0,0.1
595730,0,0.0
595731,0,0.0
595732,0,0.1
595733,0,0.0
595734,0,0.7
595735,0,0.6
595736,0,0.0
595737,0,0.0
595738,0,0.0
595739,0,0.8
595740,0,0.0
595741,0,0.0
595742,0,0.2
595743,0,0.2
595744,0,0.0
595745,0,0.6
595746,0,0.0
